	nentry	muentry	sdentry	noincrease	betagrowth	betagrowth_se	alphagrowth	siggrowth	betaexit	beta2exit	alphaexit	nend	muend	sigend	nout	muout	sigout	nint	muint	sigint	
r1	   48.000000000	   49.736458619	    3.593140586	    0.006666667	   -0.009135324	    0.003263059	   -1.654366315	    0.356958488	   -0.001455901	    0.045454544	   56.991111023	  189.000000000	   57.062698304	    6.990273890	    9.000000000	   55.487778134	    3.268894817	  150.000000000	   59.312599792	    5.993159468	
r1	   28.000000000	   55.667142459	    5.063703531	    0.000000000	   -0.013469211	    0.002103954	   -0.913496922	    0.301408868	    0.001396181	    0.069124424	   63.448386900	  202.000000000	   63.363267162	    7.692622279	   15.000000000	   64.594666036	    5.342025044	  189.000000000	   64.601163854	    7.174255853	
r1	   39.000000000	   54.702307383	    4.128618718	    0.000000000	   -0.014214381	    0.002846073	   -1.404538137	    0.445093861	   -0.001225930	    0.037344400	   65.877427303	  232.000000000	   65.976293005	    8.750119265	    9.000000000	   63.328889211	   10.969324439	  202.000000000	   68.034999961	    7.807140350	
r1	   32.000000000	   59.537187338	    5.493598552	    0.000000000	   -0.008615313	    0.002151507	   -1.724133848	    0.398232943	    0.000530577	    0.049242424	   70.199242476	  251.000000000	   70.148167371	    9.516343203	   13.000000000	   71.185384897	   11.212350224	  232.000000000	   71.669870771	    9.089985042	
r1	   48.000000000	   59.782916625	    4.772184835	    0.000000000	   -0.013651094	    0.003036315	   -2.113271724	    0.617629573	   -0.003082743	    0.076923079	   70.806320956	  276.000000000	   71.146304269	   10.053286898	   23.000000000	   66.726521202	   10.068723982	  251.000000000	   72.914382342	    9.470037231	
r1	   36.000000000	   58.927499877	    3.369451994	    0.000000000	   -0.011635403	    0.002577701	   -1.929749991	    0.566199068	    0.000705537	    0.057692306	   73.250544756	  294.000000000	   73.162346782	   11.058367418	   18.000000000	   74.691111671	    7.205286928	  276.000000000	   75.118768001	   10.091651070	
r1	   23.000000000	   59.798260399	    2.699948676	    0.020408163	   -0.008457782	    0.001797514	   -2.066960833	    0.433551197	   -0.000455893	    0.056782336	   76.309305991	  299.000000000	   76.376555121	   11.953192453	   18.000000000	   75.192223231	    9.405933245	  294.000000000	   77.600986429	   11.265442180	
r1	   35.000000000	   64.609713418	    4.628114501	    0.026755853	   -0.007053472	    0.001615842	   -1.833851162	    0.410022342	    0.000318009	    0.101796407	   80.977754364	  300.000000000	   80.915733159	   13.491761234	   34.000000000	   81.525000292	   11.107316194	  299.000000000	   82.893745780	   12.599409121	
r1	   37.000000000	   67.182702554	    5.300525724	    0.010000000	   -0.000223007	    0.001340355	   -2.631186716	    0.378464389	   -0.001716272	    0.080118695	   84.792373974	  310.000000000	   85.226580786	   15.381056131	   27.000000000	   79.807036506	   13.296100632	  300.000000000	   86.964233449	   14.690558775	
r1	  125.000000000	   67.472160187	    5.757034559	    0.458064516	   -0.006443541	    0.001580568	   -2.223303391	    0.318559770	   -0.001522251	    0.064367820	   82.011057781	  407.000000000	   82.422924135	   16.149146340	   28.000000000	   76.024286134	   10.825593359	  310.000000000	   87.873516489	   14.936015019	
r1	  114.000000000	   65.929561314	    5.626172112	    0.017199017	   -0.005252853	    0.001642705	   -3.102071974	    0.618244890	   -0.000578913	    0.092130520	   80.867274499	  473.000000000	   81.048615308	   16.807343375	   48.000000000	   79.080311934	   17.662125981	  407.000000000	   85.051302270	   16.610949384	
r1	   60.000000000	   68.718999990	    7.495465669	    0.010570825	    0.000126173	    0.001073241	   -2.527011851	    0.442706668	   -0.001304309	    0.054409006	   86.021431556	  504.000000000	   86.517496086	   18.954936598	   29.000000000	   77.400172135	   17.609793137	  473.000000000	   88.216243171	   18.873428475	
r1	   55.000000000	   72.955418327	    5.329514647	    0.013888889	   -0.001422895	    0.001002280	   -2.321747151	    0.466124093	   -0.000712056	    0.048300537	   92.515754843	  532.000000000	   92.847979244	   21.332097833	   27.000000000	   85.969703674	   14.363145401	  504.000000000	   94.650315376	   21.071775692	
r1	   81.000000000	   75.050123097	    6.152395722	    0.009398496	    0.000633558	    0.000904736	   -2.644229888	    0.481241369	   -0.000759178	    0.039151715	   97.346735831	  589.000000000	   97.794096864	   24.004488270	   24.000000000	   86.367750486	   15.114973101	  532.000000000	  100.741520853	   23.675960461	
r1	   69.000000000	   75.919275920	    5.770227667	    0.018675722	    0.000096327	    0.000780551	   -2.631264811	    0.476921037	   -0.000823227	    0.065349545	  102.565538221	  615.000000000	  103.187362876	   26.642711661	   43.000000000	   93.671999554	   24.428362093	  589.000000000	  105.687086776	   26.326874503	
r1	   53.000000000	   79.930981330	    7.170469131	    0.014634146	   -0.000912909	    0.000707257	   -2.616343990	    0.479510193	   -0.000679073	    0.065868262	  108.291676710	  624.000000000	  108.891591439	   28.854858650	   44.000000000	   99.783795097	   26.032353771	  615.000000000	  110.735769157	   28.601628633	
r1	   77.000000000	   80.870519861	    6.855507404	    0.009615385	    0.000057085	    0.000609420	   -2.746190459	    0.436902729	   -0.000671754	    0.078459344	  112.697067250	  646.000000000	  113.424345400	   31.725218473	   55.000000000	  104.154854792	   29.140423608	  624.000000000	  116.624381591	   31.244999852	
r1	   59.000000000	   85.030423698	    6.402623295	    0.006191950	   -0.001207213	    0.000549216	   -2.686816519	    0.427560045	   -0.000582466	    0.056737590	  117.759531819	  665.000000000	  118.459526211	   33.866338250	   40.000000000	  106.122125053	   28.589784521	  646.000000000	  120.748722809	   33.591969156	
r1	   53.000000000	   88.199792394	    8.676719802	    0.004511278	   -0.001751173	    0.000565924	   -2.639700116	    0.463871565	   -0.000152708	    0.034818942	  123.418725622	  693.000000000	  123.621067779	   35.925453121	   25.000000000	  117.809801025	   31.823426078	  665.000000000	  126.225648120	   35.638495931	
r1	   70.000000000	   90.000714438	    8.046586361	    0.007215007	   -0.001557304	    0.000550384	   -2.605364840	    0.469962884	   -0.000071586	    0.052424640	  128.298986932	  723.000000000	  128.409225464	   38.165327582	   40.000000000	  126.306425476	   39.729460754	  693.000000000	  132.167499306	   37.935797751	
r1	   72.000000000	   92.082639164	    6.655004243	    0.009681881	   -0.002858142	    0.000601809	   -2.741726434	    0.546706765	   -0.000178145	    0.055345911	  131.186061307	  751.000000000	  131.478634749	   39.327172937	   44.000000000	  126.192364606	   40.994160822	  723.000000000	  135.080178035	   39.195370325	
r1	   82.000000000	   93.057878448	    6.266090119	    0.006657790	   -0.001668436	    0.000562693	   -2.887725810	    0.540919046	   -0.000571270	    0.061224492	  133.870532271	  782.000000000	  134.905002711	   41.470199174	   51.000000000	  118.008652182	   34.424367895	  751.000000000	  138.326774099	   41.010363869	
r1	   73.000000000	   94.945753751	    7.899198284	    0.006393862	   -0.002751019	    0.000665018	   -3.006172640	    0.667169146	   -0.000687795	    0.054970761	  136.960877643	  808.000000000	  138.295231196	   43.246395888	   47.000000000	  114.021352727	   26.414099868	  782.000000000	  140.883005576	   42.672725090	
r1	   98.000000000	   98.879949375	    8.731599330	    0.006188119	   -0.002614461	    0.000648957	   -2.926126258	    0.676417518	   -0.000242276	    0.066225165	  140.107052186	  846.000000000	  140.621950452	   43.940466050	   60.000000000	  132.846986643	   52.574707933	  808.000000000	  145.107369111	   44.579805728	
r1	   71.000000000	   99.910436388	    8.497700440	    0.007092199	   -0.002243878	    0.000577856	   -2.963432502	    0.617381078	    0.000355192	    0.058887676	  143.588426871	  863.000000000	  142.805853507	   44.433497744	   54.000000000	  156.095108597	   59.960069251	  846.000000000	  147.254073826	   45.502125241	
r1	   52.000000000	   97.616961846	    8.109362881	    0.031286211	   -0.000377858	    0.000480358	   -3.052450176	    0.509673022	    0.000000000	    0.000000000	  147.108669344	  915.000000000	  147.108669344	   47.197014569	    0.000000000	    0.000000000	    0.000000000	  863.000000000	  150.090788451	   46.918863271	
r1	  993.000000000	   63.423041506	    7.700917621	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.000000000	    0.006310674	    0.120845926	   63.423041506	  873.000000000	   62.997777963	    7.599834362	  120.000000000	   66.516833782	    7.756107500	    0.000000000	 9999.000000000	 9999.000000000	
r1	   85.000000000	   58.083176108	    7.227137246	    0.002290951	   -0.012251234	    0.000785271	   -1.489096668	    0.302339186	    0.000153990	    0.055323591	   66.131043651	  905.000000000	   66.120861682	    7.873399586	   53.000000000	   66.304905586	    8.546743184	  873.000000000	   66.914627547	    7.527526259	
r1	   76.000000000	   62.535000249	    5.401564228	    0.002209945	   -0.005356158	    0.000589636	   -1.612005558	    0.230362306	   -0.001763743	    0.055045867	   72.741467949	  927.000000000	   72.882891107	    8.651985474	   54.000000000	   70.313703749	    9.392755794	  905.000000000	   73.598585679	    8.385085520	
r1	   67.000000000	   66.047612091	    5.904369636	    0.000000000	   -0.008414398	    0.000745446	   -1.666382700	    0.309183388	   -0.001374589	    0.049295775	   77.514336031	  945.000000000	   77.635640224	    9.064715940	   49.000000000	   75.174898031	   10.747371653	  927.000000000	   78.343106802	    8.796158439	
r1	   78.000000000	   69.682821078	    6.337507627	    0.001058201	   -0.005248063	    0.000560243	   -1.715898687	    0.233105397	    0.000283381	    0.049853372	   84.182619697	  972.000000000	   84.151388851	   10.262956465	   51.000000000	   84.777842877	    9.828054263	  945.000000000	   85.379428472	    9.560083204	
r1	  100.000000000	   72.077100487	    7.360302080	    0.000000000	   -0.007323731	    0.000849776	   -2.098307234	    0.389690398	   -0.000401746	    0.048507463	   87.167528021	 1020.000000000	   87.221352989	   11.233619091	   52.000000000	   86.111730576	   12.527835592	  972.000000000	   88.720041142	   10.457059852	
r1	   95.000000000	   78.931895085	    8.835993151	    0.000000000	   -0.006070775	    0.000652074	   -2.015216237	    0.325445302	   -0.001126456	    0.054708520	   91.837623299	 1054.000000000	   92.009440214	   11.952435749	   61.000000000	   88.868852334	   12.756808315	 1020.000000000	   93.039627397	   11.558169685	
r1	   66.000000000	   77.758333264	    6.187337785	    0.000948767	   -0.008468335	    0.001064784	   -2.646649812	    0.558032309	    0.000251646	    0.073214286	   93.658767816	 1038.000000000	   93.617475888	   12.277830157	   82.000000000	   94.181463195	   13.135394444	 1054.000000000	   94.654430701	   11.939338097	
r1	   54.000000000	   81.204630251	    8.277184900	    0.002890173	   -0.007496520	    0.000898195	   -2.479238809	    0.466988100	   -0.000517337	    0.069597069	   96.266355375	 1016.000000000	   96.355403615	   12.597776647	   76.000000000	   95.075921008	   13.506539115	 1038.000000000	   97.049913329	   12.357721446	
r1	   53.000000000	   80.127736362	    7.571651788	    0.028543307	   -0.003742967	    0.000783879	   -2.617191432	    0.400254765	   -0.000625436	    0.074836297	   99.945771877	  989.000000000	  100.069989998	   13.574256748	   80.000000000	   98.410125351	   13.393974382	 1016.000000000	  100.979586721	   13.000291945	
r1	   54.000000000	   86.552036003	    8.035532719	    0.038422649	   -0.004597080	    0.000666643	   -2.229560296	    0.350021911	   -0.000001219	    0.105465005	  105.208964647	  933.000000000	  105.209249809	   14.677109223	  110.000000000	  105.206545951	   12.653107066	  989.000000000	  106.227644269	   14.047897392	
r1	   67.000000000	   90.311043355	   10.080754159	    0.017148982	   -0.003364824	    0.000629399	   -2.408063227	    0.341036459	   -0.000097781	    0.093000000	  110.183599968	  907.000000000	  110.211223834	   16.061753948	   93.000000000	  109.914193020	   15.637107574	  933.000000000	  111.610675309	   15.404641129	
r1	  184.000000000	   90.995108687	    9.083800865	    0.694597574	   -0.000277720	    0.001255542	   -2.972689594	    0.380942455	   -0.000118298	    0.099908341	  108.365078822	  982.000000000	  108.402913414	   16.929518728	  109.000000000	  108.024220388	   17.451273327	  907.000000000	  111.888865487	   16.008753527	
r1	  122.000000000	   88.282295039	    8.275847941	    0.007128310	   -0.003016502	    0.000808004	   -3.391942630	    0.500547611	    0.000755192	    0.119565216	  108.711182974	  972.000000000	  108.434079198	   17.792158276	  132.000000000	  110.751674421	   19.271570607	  982.000000000	  111.249191455	   17.226949435	
r1	   64.000000000	   89.862187505	    5.957016257	    0.010288066	   -0.002472260	    0.000623043	   -2.381657581	    0.389757151	   -0.000617451	    0.115830117	  114.620973955	  916.000000000	  114.889016355	   19.549848790	  120.000000000	  112.574916967	   19.951137882	  972.000000000	  116.251182117	   19.082862406	
r1	   68.000000000	   96.732794145	   10.235636820	    0.007641921	   -0.000396571	    0.000631798	   -2.646728871	    0.409186756	   -0.000551195	    0.086382115	  121.388842490	  899.000000000	  121.671896590	   21.614374421	   85.000000000	  118.395129125	   22.173429575	  916.000000000	  123.219204157	   21.174145503	
r1	   89.000000000	  102.685730323	    8.449567114	    0.007786429	   -0.000877427	    0.000612812	   -2.692948586	    0.427710647	   -0.000224451	    0.098178137	  127.187239844	  891.000000000	  127.323180690	   23.307015366	   97.000000000	  125.938546092	   24.154978528	  899.000000000	  129.612862032	   22.990320731	
r1	   88.000000000	  106.466931863	   10.504063551	    0.008978676	   -0.000115274	    0.000642719	   -2.798289149	    0.470928842	    0.000244753	    0.104187948	  133.115227805	  877.000000000	  132.936660253	   25.278420162	  102.000000000	  134.650558621	   28.110949061	  891.000000000	  135.747158269	   25.119514573	
r1	   91.000000000	  110.469945132	   10.024938951	    0.017103763	   -0.000567226	    0.000562492	   -2.851197013	    0.430861413	    0.000180019	    0.095041322	  137.716708711	  876.000000000	  137.569797916	   26.761763089	   92.000000000	  139.115554975	   31.101187556	  877.000000000	  140.543909949	   26.844676828	
r1	   77.000000000	  113.352078029	   10.485615175	    0.027397260	   -0.000905329	    0.000487744	   -2.758141279	    0.380445560	    0.000539977	    0.115424971	  143.016316849	  843.000000000	  142.509299979	   28.631797194	  110.000000000	  146.901909776	   30.199887091	  876.000000000	  145.623789896	   28.475037965	
r1	   59.000000000	  116.106101860	   11.343343081	    0.013048636	   -0.001324924	    0.000476600	   -2.776183855	    0.379994666	   -0.000250629	    0.096452328	  148.111280293	  815.000000000	  148.366692994	   30.479078284	   87.000000000	  145.718621090	   29.297762989	  843.000000000	  150.351263125	   30.012405037	
r1	   84.000000000	  123.311309360	   11.233579349	    0.009815951	   -0.001233359	    0.000506479	   -2.827527573	    0.412694364	    0.000399116	    0.111234704	  153.243183548	  799.000000000	  152.780305464	   31.262123953	  100.000000000	  156.941579437	   38.297824591	  815.000000000	  156.328186531	   31.992755982	
r1	   95.000000000	  127.841094730	   10.862457349	    0.013767209	   -0.001230401	    0.000495364	   -2.777273019	    0.393988079	    0.001115132	    0.118568232	  157.788391463	  788.000000000	  156.424058382	   31.781504484	  106.000000000	  167.930792107	   38.644310327	  799.000000000	  161.349083816	   32.783849332	
